Specimen Type,Lab Test Name,LBTEST,LBTESTCD,Collected Unit,Standard Unit,Standard Conversion Factor,Creation Date,Last Modified Date,Reference Standard Unit
plasma,Dehydroepiandrosterone Sulfate,Dehydroepiandrosterone Sulfate,,micromol/L,micromol/L,1,2018/4/27,,Y
serum,Dehydroepiandrosterone Sulfate,Dehydroepiandrosterone Sulfate,,micromol/L,micromol/L,1,2018/4/27,,Y
serum,Delta Bilirubin,#N/A,,mg/dL,micromol/L,17.1,2018/4/27,,Y
blood,Delta Neutrophil Index,#N/A,,%,%,1,2018/4/27,,Y
serum,Dengue Virus 1 Neutralizing Antibody,#N/A,,,,,2018/4/27,,
serum,Dengue Virus 2 Neutralizing Antibody,#N/A,,,,,2018/4/27,,
serum,Dengue Virus 3 Neutralizing Antibody,#N/A,,,,,2018/4/27,,
serum,Dengue Virus 4 Neutralizing Antibody,#N/A,,,,,2018/4/27,,
serum,Dengue Virus Immunoglobulin G Antibody,#N/A,,,,,2018/4/27,,
serum,Dengue Virus Immunoglobulin G Antibody,#N/A,,titer (:),titer (:),1,2018/4/27,,Y
plasma,Deoxycholic Acid,#N/A,,ng/mL,micromol/L,0.0025,2018/4/27,,Y
serum,Deoxycholic Acid,#N/A,,ng/mL,micromol/L,0.0025,2018/4/27,,Y
serum,Deoxycholic Acid,#N/A,,micromol/L,micromol/L,1,2018/4/27,,Y
serum,Deoxycholic Acid,#N/A,,microgm/mL,micromol/L,2.547,2018/4/27,,Y
blood,Deoxyhemoglobin,Deoxyhemoglobin,,%,%,1,2018/4/27,,Y
blood,Derived Fibrinogen,#N/A,,gm/L,gm/L,1,2018/4/27,,Y
blood,Derived Fibrinogen,#N/A,,mg/dL,gm/L,0.01,2018/4/27,,Y
serum,Dermatophagoides Farinae Allergen RAST,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
blood,Dermatophagoides Farinae IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
serum,Dermatophagoides Farinae IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
serum,Dermatophagoides Farinae IgE,#N/A,,IU/mL,kIU/L,1,2018/4/27,,Y
serum,Dermatophagoides Farinae IgG4,#N/A,,mg/L,mg/L,1,2018/4/27,,N
serum,Dermatophagoides Pteronyssinus IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
blood,Dermatophagoides Pteronyssinus IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
serum,Dermatophagoides Pteronyssinus IgG4,#N/A,,mg/L,mg/L,1,2018/4/27,,N
serum,Dermatophagoides Pteronyssinus RAST,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
plasma,Deuterium 0 Hour,#N/A,,/10[3],/10[3],1,2018/4/27,,N
plasma,Deuterium 4 Hour,#N/A,,/10[3],/10[3],1,2018/4/27,,N
plasma,Deuterium Delta Calculation,#N/A,,/10[3],/10[3],1,2018/4/27,,N
serum,Digoxin,#N/A,,nmol/L,nmol/L,1,2018/4/27,,Y
plasma,Digoxin,#N/A,,microgm/L,nmol/L,1.28,2018/4/27,,Y
serum,Digoxin,#N/A,,ng/dL,nmol/L,0.0128,2018/4/27,,Y
serum,Digoxin,#N/A,,ng/mL,nmol/L,1.28,2018/4/27,,Y
plasma,Digoxin,#N/A,,ng/mL,nmol/L,1.28,2018/4/27,,Y
plasma,Digoxin,#N/A,,nmol/L,nmol/L,1,2018/4/27,,Y
blood,Digoxin,#N/A,,ng/mL,nmol/L,1.28,2018/4/27,,Y
serum,Digoxin,#N/A,,microgm/L,nmol/L,1.28,2018/4/27,,Y
plasma,Digoxin.,#N/A,,ng/mL,nmol/L,1.281,2018/4/27,,Y
serum,Digoxin.,#N/A,,ng/mL,nmol/L,1.281,2018/4/27,,Y
serum,Dihydrotestosterone,Dihydrotestosterone,,ng/dL,nmol/L,0.0344,2018/4/27,,Y
plasma,Dilute Russells Viper Venom,#N/A,,sec,sec,1,2018/4/27,,Y
plasma,Dipeptidyl Peptidase 4,#N/A,,mOD/min,mOD/min,1,2018/4/27,,N
serum,Dipeptidyl Peptidase 4,#N/A,,mOD/min,mOD/min,1,2018/4/27,,N
serum,Diphtheria Toxin Antibody,#N/A,,IU/mL,IU/mL,1,2018/4/27,,N
serum,Direct Bilirubin,Direct Bilirubin,,mg/dL,micromol/L,17.1,2018/4/27,,Y
serum,Direct Bilirubin,Direct Bilirubin,,gm/dL,micromol/L,17100,2018/4/27,,Y
blood,Direct Bilirubin,Direct Bilirubin,,micromol/L,micromol/L,1,2018/4/27,,Y
blood,Direct Bilirubin,Direct Bilirubin,,mg/L,micromol/L,1.71,2018/4/27,,Y
plasma,Direct Bilirubin,Direct Bilirubin,,mg/dL,micromol/L,17.1,2018/4/27,,Y
serum,Direct Bilirubin,Direct Bilirubin,,mg/L,micromol/L,1.71,2018/4/27,,Y
plasma,Direct Bilirubin,Direct Bilirubin,,micromol/L,micromol/L,1,2018/4/27,,Y
plasma,Direct Bilirubin,Direct Bilirubin,,mmol/L,micromol/L,1000,2018/4/27,,Y
plasma,Direct Bilirubin,Direct Bilirubin,,mg/L,micromol/L,1.71,2018/4/27,,Y
blood,Direct Bilirubin,Direct Bilirubin,,mg%,micromol/L,17.1,2018/4/27,,Y
plasma,Direct Bilirubin,Direct Bilirubin,,gm/dL,micromol/L,17100,2018/4/27,,Y
serum,Direct Bilirubin,Direct Bilirubin,,mg%,micromol/L,17.1,2018/4/27,,Y
serum,Direct Bilirubin,Direct Bilirubin,,micromol/L,micromol/L,1,2018/4/27,,Y
plasma,Direct Bilirubin,Direct Bilirubin,,mg%,micromol/L,17.1,2018/4/27,,Y
blood,Direct Bilirubin,Direct Bilirubin,,mg/dL,micromol/L,17.1,2018/4/27,,Y
blood,Direct Bilirubin,Direct Bilirubin,,mmol/L,micromol/L,1000,2018/4/27,,Y
serum,Direct Bilirubin,Direct Bilirubin,,mmol/L,micromol/L,1000,2018/4/27,,Y
plasma,Direct Bilirubin/Bilirubin,#N/A,,%,%,1,2018/4/27,,N
serum,Direct Bilirubin/Bilirubin,#N/A,,%,%,1,2018/4/27,,N
serum,Dog Dander Allergen RAST,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
blood,Dog Dander IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
serum,Dog Dander IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
plasma,Dopamine,DOPAMINE,,pmol/L,pmol/L,1,2018/4/27,,Y
plasma,Dopamine,DOPAMINE,,pg/mL,pmol/L,6.53,2018/4/27,,Y
blood,Drug Lymphocyte Stimulation Test,#N/A,,%,%,1,2018/4/27,,Y
serum,Dust Mite RAST,#N/A,,IU/mL,kIU/L,1,2018/4/27,,N
serum,Dust Mite RAST,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
serum,E-Selectin,#N/A,,ng/mL,ng/mL,1,2018/4/27,,N
plasma,ENRAGE,ENRAGE,,ng/mL,ng/mL,1,2018/4/27,,N
serum,ENRAGE,ENRAGE,,ng/mL,ng/mL,1,2018/4/27,,N
serum,Eastern Cottonwood Tree IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
plasma,Ebola Zaire Virus Glycoprotein RNA,#N/A,,copies/mL,copies/mL,1,2018/4/27,,Y
serum,Egg White Allergen RAST,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Egg Yolk Allergen RAST,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Egg Yolk Allergen RAST,#N/A,,U/mL,kIU/L,1,2018/4/27,,Y
serum,Elastase IgG Antibody,#N/A,,U/mL,U/mL,1,2018/4/27,,Y
serum,Elder Tree Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Elm Tree Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Elm/Cedar Trees Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
plasma,Endothelin-1,Endothelin-1,,pg/mL,pg/mL,1,2018/4/27,,N
serum,English Plantain Weed Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
plasma,Eosinophil Cationic Protein,#N/A,,ng/mL,ng/mL,1,2018/4/27,,Y
serum,Eosinophil Cationic Protein,#N/A,,ng/mL,ng/mL,1,2018/4/27,,Y
blood,Eosinophils,Eosinophils,,/microL,10[9]/L,0.001,2018/4/27,,Y
blood,Eosinophils,Eosinophils,,10[6]/mL,10[9]/L,1,2018/4/27,,Y
blood,Eosinophils,Eosinophils,,10[9]/L,10[9]/L,1,2018/4/27,,Y
blood,Eosinophils,Eosinophils,,/mm[3],10[9]/L,0.001,2018/4/27,,Y
blood,Eosinophils,Eosinophils,,10[6]/L,10[9]/L,0.001,2018/4/27,,Y
blood,Eosinophils,Eosinophils,,/nL,10[9]/L,1,2018/4/27,,Y
blood,Eosinophils,Eosinophils,,10[3]/mm[3],10[9]/L,1,2018/4/27,,Y
blood,Eosinophils,Eosinophils,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Eosinophils,Eosinophils,,10[2]/microL,10[9]/L,0.1,2018/4/27,,Y
blood,Eosinophils Immature,#N/A,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Eosinophils Immature,#N/A,,10[9]/L,10[9]/L,1,2018/4/27,,Y
blood,Eosinophils Immature/Leukocytes,#N/A,,%,%,1,2018/4/27,,Y
blood,Eosinophils Segmented/Leukocytes,#N/A,,%,%,1,2018/4/27,,Y
blood,Eosinophils/Leukocytes,Eosinophils/Leukocytes,,10[3]/mm[3],10[9]/L,1,2018/4/27,,Y
blood,Eosinophils/Leukocytes,Eosinophils/Leukocytes,,10[9]/L,10[9]/L,1,2018/4/27,,Y
blood,Eosinophils/Leukocytes,Eosinophils/Leukocytes,,%,%,1,2018/4/27,,Y
blood,Eosinophils/Leukocytes,Eosinophils/Leukocytes,,/microL,10[9]/L,0.001,2018/4/27,,Y
blood,Eosinophils/Leukocytes,Eosinophils/Leukocytes,,/mm[3],10[9]/L,0.001,2018/4/27,,Y
blood,Eosinophils/Leukocytes,Eosinophils/Leukocytes,,/nL,10[9]/L,1,2018/4/27,,Y
blood,Eosinophils/Leukocytes,Eosinophils/Leukocytes,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
serum,Eotaxin,#N/A,,pg/mL,pg/mL,1,2018/4/27,,N
plasma,Eotaxin,#N/A,,pg/mL,pg/mL,1,2018/4/27,,N
serum,Epidermal Growth Factor,Epidermal Growth Factor,,pg/mL,pg/mL,1,2018/4/27,,Y
plasma,Epidermal Growth Factor,Epidermal Growth Factor,,pg/mL,pg/mL,1,2018/4/27,,N
plasma,Epinephrine,Epinephrine,,pmol/L,pmol/L,1,2018/4/27,,Y
serum,Epinephrine,Epinephrine,,pmol/L,pmol/L,1,2018/4/27,,Y
plasma,Epinephrine,Epinephrine,,pg/mL,pmol/L,5.46,2018/4/27,,Y
serum,Epinephrine,Epinephrine,,pg/mL,pmol/L,5.46,2018/4/27,,Y
plasma,Epithelial-Neutrophil Activating Peptide,#N/A,,pg/mL,pg/mL,1,2018/4/27,,N
serum,Epithelial-Neutrophil Activating Peptide,#N/A,,pg/mL,pg/mL,1,2018/4/27,,N
plasma,Epithelial-Neutrophil Activating Peptide,#N/A,,ng/mL,pg/mL,1000,2018/4/27,,N
serum,Epstein-Barr Early D Antigen IgG Ab,Epstein-Barr Early D Antigen IgG Ab,,U/mL,U/mL,1,2018/4/27,,Y
serum,Epstein-Barr Viral Capsid Ag IgG Ab,#N/A,,,,,2018/4/27,,
serum,Epstein-Barr Viral Capsid Ag IgM Ab,#N/A,,,,,2018/4/27,,
serum,Epstein-Barr Virus Antibodies,#N/A,,IU/mL,IU/mL,1,2018/4/27,,N
blood,Epstein-Barr Virus DNA,#N/A,,copies/mL,copies/mL,1,2018/4/27,,Y
plasma,Epstein-Barr Virus DNA,#N/A,,copies/mL,copies/mL,1,2018/4/27,,Y
serum,Epstein-Barr Virus DNA,#N/A,,copies/mL,copies/mL,1,2018/4/27,,Y
serum,Epstein-Barr Virus Early Antigen IgG Ab,#N/A,,,,,2018/4/27,,
serum,Epstein-Barr Virus Nuclear Ag IgG Ab,#N/A,,EIA unit,EIA unit,1,2018/4/27,,N
blood,Epstein-Barr Virus PCR,#N/A,,copies/mL,copies/mL,1,2018/4/27,,Y
blood,Ery. Mean Corpuscular HB Concentration,#N/A,,mmol/L,gm/L,16.1145,2018/4/27,,Y
blood,Ery. Mean Corpuscular HB Concentration,#N/A,,%,gm/L,10,2018/4/27,,Y
blood,Ery. Mean Corpuscular HB Concentration,#N/A,,gm/dL,gm/L,10,2018/4/27,,Y
blood,Ery. Mean Corpuscular HB Concentration,#N/A,,gm%,gm/L,10,2018/4/27,,Y
blood,Ery. Mean Corpuscular HB Concentration,#N/A,,gm/L,gm/L,1,2018/4/27,,Y
blood,Ery. Mean Corpuscular Hemoglobin,Ery. Mean Corpuscular Hemoglobin,,pg,pg,1,2018/4/27,,Y
blood,Ery. Mean Corpuscular Hemoglobin,Ery. Mean Corpuscular Hemoglobin,,fmol,pg,16.11,2018/4/27,,Y
blood,Ery. Mean Corpuscular Hemoglobin,Ery. Mean Corpuscular Hemoglobin,,micromicrogm,pg,1,2018/4/27,,Y
blood,Ery. Mean Corpuscular Volume,Ery. Mean Corpuscular Volume,,micron[3],fL,1,2018/4/27,,Y
blood,Ery. Mean Corpuscular Volume,Ery. Mean Corpuscular Volume,,fL,fL,1,2018/4/27,,Y
blood,Ery. Mean Corpuscular Volume,Ery. Mean Corpuscular Volume,,/microL,fL,1,2018/4/27,,Y
blood,Erythroblasts/Leukocytes,#N/A,,cells/100 WBC,%,1,2018/4/27,,Y
blood,Erythroblasts/Leukocytes,#N/A,,%,%,1,2018/4/27,,Y
blood,Erythrocyte Sedimentation Rate,Erythrocyte Sedimentation Rate,,mm/hr,mm/hr,1,2018/4/27,,Y
blood,Erythrocytes,Erythrocytes,,10[4]/microL,10[12]/L,0.01,2018/4/27,,Y
blood,Erythrocytes,Erythrocytes,,10[3]/microL,10[12]/L,0.001,2018/4/27,,Y
blood,Erythrocytes,Erythrocytes,,10[4]/mm[3],10[12]/L,0.01,2018/4/27,,Y
blood,Erythrocytes,Erythrocytes,,10[6]/microL,10[12]/L,1,2018/4/27,,Y
blood,Erythrocytes,Erythrocytes,,10[12]/L,10[12]/L,1,2018/4/27,,Y
blood,Erythrocytes,Erythrocytes,,10[3]/mm[3],10[12]/L,0.001,2018/4/27,,Y
blood,Erythrocytes,Erythrocytes,,10[6]/mm[3],10[12]/L,1,2018/4/27,,Y
blood,Erythrocytes,Erythrocytes,,x 10[6],10[12]/L,1,2018/4/27,,Y
blood,Erythrocytes,Erythrocytes,,/pL,10[12]/L,1,2018/4/27,,Y
blood,Erythrocytes,Erythrocytes,,10[9]/L,10[12]/L,0.001,2018/4/27,,Y
blood,Erythrocytes Distribution Width,Erythrocytes Distribution Width,,%,%,1,2018/4/27,,Y
blood,Erythrocytes Nucleated,#N/A,,10[3]/microL,10[3]/microL,1,2018/4/27,,Y
blood,Erythrocytes Nucleated,#N/A,,10[9]/L,10[3]/microL,1,2018/4/27,,Y
blood,Erythrocytes Nucleated,#N/A,,10[3]/mm[3],10[3]/microL,1,2018/4/27,,Y
blood,Erythrocytes Nucleated,#N/A,,/mm[3],10[3]/microL,0.001,2018/4/27,,Y
blood,Erythrocytes Nucleated,#N/A,,/microL,10[3]/microL,0.001,2018/4/27,,Y
blood,Erythrocytes Nucleated/Erythrocytes,#N/A,,cells/100 WBC,%,1,2018/4/27,,Y
blood,Erythrocytes Nucleated/Erythrocytes,#N/A,,%,%,1,2018/4/27,,N
blood,Erythrocytes.Nucleated,#N/A,,10[3]/microL,10[3]/microL,1,2018/4/27,,Y
serum,Erythropoietin,Erythropoietin,,mIU/mL,IU/L,1,2018/4/27,,Y
serum,Erythropoietin Antigen,#N/A,,pg/mL,pg/mL,1,2018/4/27,,N
plasma,Erythropoietin Antigen,#N/A,,pg/mL,pg/mL,1,2018/4/27,,N
serum,Estradiol,Estradiol,,pmol/L,pmol/L,1,2018/4/27,,Y
serum,Estradiol,Estradiol,,ng/L,pmol/L,3.67,2018/4/27,,Y
plasma,Estradiol,Estradiol,,pg/mL,pmol/L,3.67,2018/4/27,,Y
serum,Estradiol,Estradiol,,pg/mL,pmol/L,3.67,2018/4/27,,Y
plasma,Estradiol,Estradiol,,pmol/L,pmol/L,1,2018/4/27,,Y
plasma,Estradiol,Estradiol,,ng/L,pmol/L,3.67,2018/4/27,,Y
blood,Ethanol,ETHANOL,,mg/dL,mmol/L,0.217,2018/4/27,,Y
serum,Ethanol,ETHANOL,,mg/dL,mmol/L,0.217,2018/4/27,,Y
plasma,Ethanol,ETHANOL,,mg/dL,mmol/L,0.217,2018/4/27,,Y
blood,Ethanol,ETHANOL,,gm/dL,mmol/L,217,2018/4/27,,Y
serum,Eucalyptus Tree Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
plasma,Euglobulin Lysis Time,#N/A,,hr,hr,1,2018/4/27,,Y
plasma,F2-Isoprostanes,#N/A,,pg/mL,pg/mL,1,2018/4/27,,N
serum,F2-Isoprostanes,#N/A,,pg/mL,pg/mL,1,2018/4/27,,N
plasma,Factor II Activity,#N/A,,%,%,1,2018/4/27,,Y
plasma,Factor II Activity,#N/A,,dec fract,%,100,2018/4/27,,Y
plasma,Factor IX Antibody,#N/A,,Bethesda u.,Bethesda u.,1,2018/4/27,,Y
plasma,Factor V Activity,Factor V Activity,,%,%,1,2018/4/27,,Y
plasma,Factor VII,Factor VII,,%,%,1,2018/4/27,,Y
serum,Factor VII Antigen,#N/A,,ng/mL,ng/mL,1,2018/4/27,,N
plasma,Factor VII Antigen,#N/A,,ng/mL,ng/mL,1,2018/4/27,,N
plasma,Factor VIII Activity,Factor VIII Activity,,%,%,1,2018/4/27,,Y
plasma,Factor VIII Antibody,#N/A,,Bethesda u.,Bethesda u.,1,2018/4/27,,Y
plasma,Factor X Activity,Factor X Activity,,%,%,1,2018/4/27,,Y
serum,Fatty Acid Binding Protein,#N/A,,ng/mL,ng/mL,1,2018/4/27,,N
plasma,Fatty Acid Binding Protein,#N/A,,ng/mL,ng/mL,1,2018/4/27,,N
serum,Ferritin,FERRITIN,,mg/dL,microgm/L,10000,2018/4/27,,Y
plasma,Ferritin,FERRITIN,,mg/dL,microgm/L,10000,2018/4/27,,Y
plasma,Ferritin,FERRITIN,,ng/dL,microgm/L,0.01,2018/4/27,,Y
plasma,Ferritin,FERRITIN,,microgm/L,microgm/L,1,2018/4/27,,Y
plasma,Ferritin,FERRITIN,,pmol/L,microgm/L,0.445,2018/4/27,,Y
blood,Ferritin,FERRITIN,,microgm/L,microgm/L,1,2018/4/27,,Y
serum,Ferritin,FERRITIN,,ng/mL,microgm/L,1,2018/4/27,,Y
plasma,Ferritin,FERRITIN,,microgm/dL,microgm/L,10,2018/4/27,,Y
blood,Ferritin,FERRITIN,,microgm/mL,microgm/L,1000,2018/4/27,,Y
serum,Ferritin,FERRITIN,,pmol/L,microgm/L,0.445,2018/4/27,,Y
serum,Ferritin,FERRITIN,,ng/dL,microgm/L,0.01,2018/4/27,,Y
serum,Ferritin,FERRITIN,,microgm/dL,microgm/L,10,2018/4/27,,Y
blood,Ferritin,FERRITIN,,mg/L,microgm/L,1000,2018/4/27,,Y
serum,Ferritin,FERRITIN,,microgm/L,microgm/L,1,2018/4/27,,Y
plasma,Ferritin,FERRITIN,,ng/mL,microgm/L,1,2018/4/27,,Y
blood,Ferritin,FERRITIN,,ng/mL,microgm/L,1,2018/4/27,,Y
serum,Fescue Grass Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
blood,Fibrin D-Dimer,#N/A,,ng/mL,mg/L,0.001,2018/4/27,,Y
serum,Fibrin D-Dimer,#N/A,,microgm/L,mg/L,0.001,2018/4/27,,Y
plasma,Fibrin D-Dimer,#N/A,,microgm/L,mg/L,0.001,2018/4/27,,Y
blood,Fibrin D-Dimer,#N/A,,microgm/L,mg/L,0.001,2018/4/27,,Y
serum,Fibrin D-Dimer,#N/A,,ng/mL,mg/L,0.001,2018/4/27,,Y
plasma,Fibrin D-Dimer,#N/A,,microgm/dL,mg/L,0.01,2018/4/27,,Y
plasma,Fibrin D-Dimer,#N/A,,mg/L,mg/L,1,2018/4/27,,Y
plasma,Fibrin D-Dimer,#N/A,,ng/mL,mg/L,0.001,2018/4/27,,Y
blood,Fibrin D-Dimer,#N/A,,microgm/mL,mg/L,1,2018/4/27,,Y
blood,Fibrin D-Dimer,#N/A,,mg/L,mg/L,1,2018/4/27,,Y
serum,Fibrin D-Dimer,#N/A,,mg/L,mg/L,1,2018/4/27,,Y
blood,Fibrin D-Dimer,#N/A,,microgm/dL,mg/L,0.01,2018/4/27,,Y
plasma,Fibrin D-Dimer,#N/A,,microgm/mL,mg/L,1,2018/4/27,,Y
serum,Fibrin D-Dimer,#N/A,,microgm/mL,mg/L,1,2018/4/27,,Y
plasma,Fibrin Degradation Products,Fibrin Degradation Products,,microgm/mL,mg/L,1,2018/4/27,,Y
serum,Fibrin Degradation Products,Fibrin Degradation Products,,mg/L,mg/L,1,2018/4/27,,Y
serum,Fibrin Degradation Products,Fibrin Degradation Products,,microgm/mL,mg/L,1,2018/4/27,,Y
plasma,Fibrin Degradation Products,Fibrin Degradation Products,,mg/L,mg/L,1,2018/4/27,,Y
plasma,Fibrinogen,Fibrinogen,,mg/dL,gm/L,0.01,2018/4/27,,Y
plasma,Fibrinogen,Fibrinogen,,gm/L,gm/L,1,2018/4/27,,Y
plasma,Fibrinogen,Fibrinogen,,mg/mL,gm/L,1,2018/4/27,,N
blood,Fibrinogen,Fibrinogen,,mg/dL,gm/L,0.01,2018/4/27,,Y
blood,Fibrinogen,Fibrinogen,,gm/L,gm/L,1,2018/4/27,,Y
serum,Fibroblast Growth Factor 21,Fibroblast Growth Factor 21,,ng/mL,ng/mL,1,2018/4/27,,N
serum,Fibroblast Growth Factor 21,Fibroblast Growth Factor 21,,pg/mL,ng/mL,0.001,2018/4/27,,N
blood,Folate,#N/A,,microgm/L,nmol/L,2.265,2018/4/27,,Y
plasma,Folate,#N/A,,ng/mL,nmol/L,2.265,2018/4/27,,Y
plasma,Folate,#N/A,,microgm/L,nmol/L,2.265,2018/4/27,,Y
blood,Folate,#N/A,,nmol/L,nmol/L,1,2018/4/27,,Y
serum,Folate,#N/A,,microgm/L,nmol/L,2.265,2018/4/27,,Y
plasma,Folate,#N/A,,nmol/L,nmol/L,1,2018/4/27,,Y
serum,Folate,#N/A,,ng/mL,nmol/L,2.265,2018/4/27,,Y
serum,Folate,#N/A,,nmol/L,nmol/L,1,2018/4/27,,Y
blood,Folate,#N/A,,ng/mL,nmol/L,2.265,2018/4/27,,Y
plasma,Follitropin,#N/A,,IU/L,IU/L,1,2018/4/27,,Y
blood,Follitropin,#N/A,,IU/L,IU/L,1,2018/4/27,,Y
plasma,Follitropin,#N/A,,mIU/mL,IU/L,1,2018/4/27,,Y
plasma,Follitropin,#N/A,,unit/L,IU/L,1,2018/4/27,,Y
serum,Follitropin,#N/A,,mIU/mL,IU/L,1,2018/4/27,,Y
blood,Follitropin,#N/A,,mIU/mL,IU/L,1,2018/4/27,,Y
serum,Follitropin,#N/A,,IU/L,IU/L,1,2018/4/27,,Y
serum,Follitropin,#N/A,,unit/L,IU/L,1,2018/4/27,,Y
serum,Food fx5E Allergen Sp IgG,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Food-Mix fx15 Allergen Sp IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Food-Mix fx73 Allergen Sp IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
plasma,Free Amyloid Beta Protein 1-40,#N/A,,pg/mL,pg/mL,1,2018/4/27,,Y
serum,Free Androgen Index,Free Androgen Index,,,,,2018/4/27,,
serum,Free Cortisol,#N/A,,microgm/dL,nmol/L,2.76,2018/4/27,,Y
serum,Free Cortisol,#N/A,,nmol/L,nmol/L,1,2018/4/27,,Y
plasma,Free Fatty Acids,#N/A,,mmol/L,mmol/L,1,2018/4/27,,Y
plasma,Free Fatty Acids,#N/A,,micromol/L,mmol/L,0.001,2018/4/27,,Y
plasma,Free Fatty Acids,#N/A,,mg/dL,mmol/L,0.0354,2018/4/27,,Y
plasma,Free Fatty Acids,#N/A,,mEq/L,mmol/L,1,2018/4/27,,Y
plasma,Free Fatty Acids,#N/A,,mg/L,mmol/L,0.0039,2018/4/27,,Y
serum,Free Fatty Acids,#N/A,,mmol/L,mmol/L,1,2018/4/27,,Y
serum,Free Fatty Acids,#N/A,,mg/dL,mmol/L,0.0354,2018/4/27,,Y
serum,Free Fatty Acids,#N/A,,micromol/L,mmol/L,0.001,2018/4/27,,Y
serum,Free Fatty Acids,#N/A,,mg/L,mmol/L,0.0039,2018/4/27,,Y
blood,Free Prostate Specific Antigen,#N/A,,ng/mL,microgm/L,1,2018/4/27,,Y
serum,Free Prostate Specific Antigen,#N/A,,ng/mL,microgm/L,1,2018/4/27,,Y
serum,Free Prostate Specific Antigen/Total PSA,#N/A,,%,%,1,2018/4/27,,Y
serum,Free Triiodothyronine,#N/A,,ng/L,pmol/L,1.54,2018/4/27,,Y
plasma,Free Triiodothyronine,#N/A,,ng/L,pmol/L,1.54,2018/4/27,,Y
serum,Free Triiodothyronine,#N/A,,pg/dL,pmol/L,0.0154,2018/4/27,,Y
plasma,Free Triiodothyronine,#N/A,,pmol/L,pmol/L,1,2018/4/27,,Y
plasma,Free Triiodothyronine,#N/A,,pg/mL,pmol/L,1.54,2018/4/27,,Y
plasma,Free Triiodothyronine,#N/A,,ng/dL,pmol/L,15.4,2018/4/27,,Y
blood,Free Triiodothyronine,#N/A,,pg/mL,pmol/L,1.54,2018/4/27,,Y
plasma,Free Triiodothyronine,#N/A,,pg/dL,pmol/L,0.0154,2018/4/27,,Y
serum,Free Triiodothyronine,#N/A,,pmol/L,pmol/L,1,2018/4/27,,Y
serum,Free Triiodothyronine,#N/A,,ng/dL,pmol/L,15.4,2018/4/27,,Y
blood,Free Triiodothyronine,#N/A,,pg/dL,pmol/L,0.0154,2018/4/27,,Y
serum,Free Triiodothyronine,#N/A,,pg/mL,pmol/L,1.54,2018/4/27,,Y
blood,Free Triiodothyronine,#N/A,,pmol/L,pmol/L,1,2018/4/27,,Y
plasma,Fructosamine,Fructosamine,,micromol/L,mmol/L,0.001,2018/4/27,,Y
serum,Fructosamine,Fructosamine,,mmol/L,mmol/L,1,2018/4/27,,Y
serum,Fructosamine,Fructosamine,,micromol/L,mmol/L,0.001,2018/4/27,,Y
plasma,Fructosamine,Fructosamine,,mmol/L,mmol/L,1,2018/4/27,,Y
plasma,GFR Estimation MDRD,#N/A,,mL/min/1.73m[2],mL/min/1.73m[2],1,2018/4/27,,Y
serum,GFR Estimation MDRD,#N/A,,mL/min/1.73m[2],mL/min/1.73m[2],1,2018/4/27,,Y
blood,GFR Estimation MDRD,#N/A,,mL/min/1.73m[2],mL/min/1.73m[2],1,2018/4/27,,Y
serum,GFR from Creatinine Adjusted for BSA,GFR from Creatinine Adjusted for BSA,,mL/min/1.73m[2],mL/min/1.73m[2],1,2018/4/27,,N
blood,GITR+/CD4 T Lymphocytes,#N/A,,%,%,1,2018/4/27,,Y
blood,GITR+/CD8 T Lymphocytes,#N/A,,%,%,1,2018/4/27,,Y
blood,GITR+/T Lymphocytes,#N/A,,%,%,1,2018/4/27,,Y
plasma,GLP-1 9-36NH2,#N/A,,pM,pM,1,2018/4/27,,Y
serum,Galactomannan Antigen ELISA,#N/A,,index,index,1,2018/4/27,,Y
plasma,Galectin-3,#N/A,,ng/mL,ng/mL,1,2018/4/27,,N
